,comments,sentiments,clean_comments
2107,Sir tapaile prime college ma padauna thalnu vako ho,1,sir tapaile prime college padauna thalnu vako ho
2108,"The Nepali comment using the word ""tannai""",1,nepali comment use word tannai
2109,Border issue should be solve first,1,border issue solve first
2110,Terai region where people of Indian origin reside are most welcome to claim their citizenship but do not ever mix with real Indians .. this is dangerous for the existence of nepal,0,terai region people indian origin reside welcome claim citizenship ever mix real indian dangerous existence nepal
2111,"Madhesh auta alage desh hunu paraxa , hami मधेशिलाई hepbe , hami raja janak ko ,parja ko बंशजा ho , yo desh hamro Pani ho , jai shree Ram ",1,madhesh auta alage desh hunu paraxa hami hepbe hami raja janak ko parja ko ho yo desh hamro pani ho jai shree ram
2112,damn,1,damn
2113,"I'd have preferred CK over Upendra because of his education and exposure but not for the fact that he left NASA and came back. He played well to get attention of the public as he made some noise to be heard, (independent Madhesh) where is that issue now? Its clear he was making the stairs like every one does. To be arrested is another step for publicity. Besides all this, i believe he is just a puppet of some foreign nation like many other politicians. And one important point i notice, for free Madhesh he used Hindi language to address the issue instead of Maithili language. He got chance because of his influence and i hope CK would prove me wrong for my assumptions. Rest the time knows,.. All the best to new representative of citizens..",1,id prefer ck upendra education exposure fact leave nasa come back play well get attention public make noise heard independent madhesh issue clear make stair like every one arrest another step publicity besides believe puppet foreign nation like many politician one important point notice free madhesh use hindi language address issue instead maithili language get chance influence hope ck would prove wrong assumption rest time know best new representative citizen
2114,In the name of madesh tons of Indians citizens entering our country. Which is not a good sign at first they are nice but once their population increase they show their true colors.,1,name madesh ton indian citizen enter country good sign first nice population increase show true color
2115,desh bhakta ho ki desh birodi thaa vayana samaya le vanxa tara yo manxe  le sachinai dimag chai lerai aako ho ra akdumai talented raa inspiring chai hooo,0,desh bhakta ho ki desh birodi thaa vayana samaya le vanxa tara yo manxe le sachinai dimag chai lerai aako ho ra akdumai talented raa inspire chai hooo
2116,Madesh  also part of nepal that way they want also equally right and freedom.Let focus.on country develop🇳🇵🇳🇵🇳🇵,1,madesh also part nepal way want also equally right freedomlet focuson country develop
2117,Jaba samma india sanga open border hunxa ra illegal indians immigrant haru nepal ma hunxa.. taba samma nepal ko real madhesi haru sadhai paxadi nai hunxa plus madhesi matra discrimination ma pareko vane haina.. yedi terai ma basne jaslai madhesi harule pahadiya vanxan uniharu ko awastha ra madhesi harule garne behaviour sodhne ho vane ajhai dherai kura tha painxa,0,jaba samma india sanga open border hunxa ra illegal indian immigrant haru nepal hunxa taba samma nepal ko real madhesi haru sadhai paxadi nai hunxa plus madhesi matra discrimination pareko vane haina yedi terai basne jaslai madhesi harule pahadiya vanxan uniharu ko awastha ra madhesi harule garne behaviour sodhne ho vane ajhai dherai kura tha painxa
2118,Nepali janta afai alchi..chorna thugna paayo bhaney kosley choddaina..ani leaders lai k gaali garnu..india ra China le aba next 10years ma divide garera loye huncha.,0,nepali janta afai alchichorna thugna paayo bhaney kosley choddainaani leader lai k gaali garnuindia ra china le aba next 10years divide garera loye huncha
2119,He want to divide terai from rest of the nepal for which he name his party janamat means collecting madhesi people vote regarding different country.,0,want divide terai rest nepal name party janamat mean collect madhesi people vote regard different country
2120,Prachanda ko barema ni banaunu paryo euta video,1,prachanda ko barema ni banaunu paryo euta video
2121,"Ek jana Nepali lea aafno ghar banau dei tyo 
Ani ghar ko construction sakiyea paxhi Ek jana Indian aayea rw mah ni timro ghar ma basxu vanyo rw Nepali lea basnw diyo 50,100,150 sal pachi aadi ghar malai dea vandai jhagada garnw lagyo 
Ghar=Nepal",0,ek jana nepali lea aafno ghar banau dei tyo ani ghar ko construction sakiyea paxhi ek jana indian aayea rw mah ni timro ghar basxu vanyo rw nepali lea basnw diyo 50100150 sal pachi aadi ghar malai dea vandai jhagada garnw lagyo gharnepal
2122,"Love for all 
himali pahadi mahadeshi ",1,love himali pahadi mahadeshi
2123,"Damn i don't know who are these  people who gives certificate of being nepali.
Bro tini haru ko bau baje pani katai na katai bata aa kai holan . Sabai ko ancestors Africa bata originated xan 
Teso vhai aafu lie African vhanyn na ta tini pani ...",0,damn dont know people give certificate nepali bro tini haru ko bau baje pani katai na katai bata aa kai holan sabai ko ancestor africa bata originate xan teso vhai aafu lie african vhanyn na ta tini pani
2124,Iraq ma 12 nepalese ko murder wala case ma video banaunu paro dai aba,0,iraq 12 nepalese ko murder wala case video banaunu paro dai aba
2125,He is not madhesi he is Indian,0,madhesi indian
2126,Future PM c.k Raut,1,future pm ck raut
2127,"Medical Mafia haru ma ni jaos.
Kasari ek jamat le Nepali healthcare workers ko uthibas lagaeka chan 
Ani Kasari aam janta lai luteka chan.

Eka tira hamra gajjab ka mantri haru "" doctor nurse chor bhae, suvidha khojchan.... hamro doctor nurse utpadan kam bhayo bhanchan"" ani 
Arko tira, laaj pachaera, UK, Australia sanga, Nurse pathaune contract sign garchan...

Kasari simit sahuji haru le health policy banauchan?

Kasari simit sahuji ra medical college ka maalik dacsab haru le nai  Doctor ko Loksewa khulna didainan?

Kasari euta 30k per month ma kam garne doctor lai, bali ko bakra banaudai, hospital sahuji haru luti rachan?

Health syndicate ma, kasari mantri dekhi byapari sab milemato ma, sarkari hospital lai dhwasta banauna lagchan?

Kina sarkari hospital ma, inspection aaeko bela matra, thankaera rakheko machine haru talkaune kaam garincha? 

Kina health care workers lai, against the labour law hafta ko 100 ghanta badi kaam garaincha? 

Kasari euta PG doctor, pelan ko karan, on duty death huda, PAHS jasto institution le dahchop garcha? 

Boldinus, platform cha tapaiko. Research garnus, nispakcha huncha....  Bhanna layak sensational story  ta huncha hudaina kunni? 

Baki, sabai le Nepal chodi nai rachan.",0,medical mafia haru ni jaos kasari ek jamat le nepali healthcare worker ko uthibas lagaeka chan ani kasari aam janta lai luteka chan eka tira hamra gajjab ka mantri haru doctor nurse chor bhae suvidha khojchan hamro doctor nurse utpadan kam bhayo bhanchan ani arko tira laaj pachaera uk australia sanga nurse pathaune contract sign garchan kasari simit sahuji haru le health policy banauchan kasari simit sahuji ra medical college ka maalik dacsab haru le nai doctor ko loksewa khulna didainan kasari euta 30k per month kam garne doctor lai bali ko bakra banaudai hospital sahuji haru luti rachan health syndicate kasari mantri dekhi byapari sab milemato sarkari hospital lai dhwasta banauna lagchan kina sarkari hospital inspection aaeko bela matra thankaera rakheko machine haru talkaune kaam garincha kina health care worker lai labour law hafta ko 100 ghanta badi kaam garaincha kasari euta pg doctor pelan ko karan duty death huda pahs jasto institution le dahchop garcha boldinus platform cha tapaiko research garnus nispakcha huncha bhanna layak sensational story ta huncha hudaina kunni baki sabai le nepal chodi nai rachan
2128,Obviously desh tukraune kura grepaxi ta jasle pani gaali nai grxan tara thaha bhayo uni euta asal manxe raixan aba hami unko samman grnu prxa .madhesi lai afnai daju bhai sarah behaviour grnu prxa,0,obviously desh tukraune kura grepaxi ta jasle pani gaali nai grxan tara thaha bhayo uni euta asal manxe raixan aba hami unko samman grnu prxa madhesi lai afnai daju bhai sarah behaviour grnu prxa
2129,Make video on resham Chaudhary,1,make video resham chaudhary
2130,Last ma yo pani 2nd Baburam naii ho....prachand baburam ko replced by RAw or cia .. hijo baburam prachand jssto nationalist khoi xin jasto lagtheo..bt reality is that they are pupet of CIA N RAW that's it.,0,last yo pani 2nd baburam naii hoprachand baburam ko replced raw cia hijo baburam prachand jssto nationalist khoi xin jasto lagtheobt reality pupet cia n raw thats
2131,paila ck raut lai goli hani marnu parcha sochthe tara no i was wrong edi unko euta agenda xadne ho vanee free madhesh he gonna be hero of nepal,1,paila ck raut lai goli hani marnu parcha sochthe tara wrong edi unko euta agenda xadne ho vanee free madhesh gonna hero nepal
2132,"Big fan sir 
How to video  eadeting in which in app",1,big fan sir video eadeting app
2133,Hami Indian Gorkha leh India ma pako dukha jastoi ho.,0,hami indian gorkha leh india pako dukha jastoi ho
2134,Nepalese Dhruv Rathee,1,nepalese dhruv rathee
2135,still descrimination tah hunxa mero sathi haru xa. They are madheshi and i'm from terai but tinur lai Indian desi vanxan so called people from Kathmandu and Pokhara lay and tyo sunda ekdam ris uthxa. sala nepal ma hurkexa nepal ko nagrita xa and still indian ray.,0,still descrimination tah hunxa mero sathi haru xa madheshi im terai tinur lai indian desi vanxan call people kathmandu pokhara lay tyo sunda ekdam ri uthxa sala nepal hurkexa nepal ko nagrita xa still indian ray
2136,"j kura mani quota pakai xa tw
dam xa tinaru ko quota xodni

Hamle scholarship ko lagi 165 lyaunu parne 
tinaru le 130 mai scholarship paune??

YES I WILL DISCRIMINATE UNTIL QUOTA SYSTEM IS DENIED!!!!!",0,j kura mani quota pakai xa tw dam xa tinaru ko quota xodni hamle scholarship ko lagi 165 lyaunu parne tinaru le 130 mai scholarship paune yes discriminate quota system deny
2137,I was misguided,0,misguide
2138,You deserve 1 Million Subscriber brother,1,deserve 1 million subscriber brother
2139,I think is not all terai it's only madas pardas,0,think terai madas pardas
2140,Dai English date use nw garnu Nepali date use garnu parxa yestri jo le Pani English date use garo vane hamro date ko kunai value hudina,0,dai english date use nw garnu nepali date use garnu parxa yestri jo le pani english date use garo vane hamro date ko kunai value hudina
2141,Nepal basne bihari lai mari dinu parxa first ya feri india ma bhejnu nai parxa mo ravi dai lai yehi nai request  garxu maile nepali bihari lai india ma double khel khelnu heri wa heri rako xu jai nepal🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,0,nepal basne bihari lai mari dinu parxa first ya feri india bhejnu nai parxa mo ravi dai lai yehi nai request garxu maile nepali bihari lai india double khel khelnu heri wa heri rako xu jai nepal
2142,Op mero vai,1,op mero vai
2143,Agent of CIA in madhesh..nothing else.,1,agent cia madheshnothing else
2144,तर support गरे जस्तै देखियो,1,support
2145,"CK ko Raut ko yo bastabikta janata le thaha paunu jaruri thiyo.He is the revolutionary, nt a terriorist. Madhesi leader vanna sath Naak khumchyaune hami pahadi ko alikati vaye ni aakha khulne vo !!",0,ck ko raut ko yo bastabikta janata le thaha paunu jaruri thiyohe revolutionary nt terriorist madhesi leader vanna sath naak khumchyaune hami pahadi ko alikati vaye ni aakha khulne vo
2146,"India ko agenda harulai
Nepali ho vannu swaudaina
Hami lai Pani tha inar ko main reason",0,india ko agenda harulai nepali ho vannu swaudaina hami lai pani tha inar ko main reason
2147,"#agree with you 
Hindi ma vasan .... ani des prem sayed thik hoin ki ???? (Katai ximeki ko chal po ki)
Bived ......ekdam galat ahile ni yestai xa yeska lagi pahal garna parcha.
Ck raut le ..... garna khojeko lai justify garna mildain ..... because kei swarthi le garda kasari Bangladesh kasari pakistaan banyo .... kehi swarthi ko bichar le ????
Tara pidit janta .....  pida sahane hami #NEPALI",0,agree hindi vasan ani de prem say thik hoin ki katai ximeki ko chal po ki bived ekdam galat ahile ni yestai xa yeska lagi pahal garna parcha ck raut le garna khojeko lai justify garna mildain kei swarthi le garda kasari bangladesh kasari pakistaan banyo kehi swarthi ko bichar le tara pidit janta pida sahane hami nepali
2148,India lai give deko josto hundho aile ,0,india lai give deko josto hundho aile
2149,Dhilo chado tukrauyxan chinta nagar vai....,0,dhilo chado tukrauyxan chinta nagar vai
2150,Pahadi haru lay madeshi harulai dhoti i.dian vanxan ani identity crisis vaihalxa ni.,0,pahadi haru lay madeshi harulai dhoti idian vanxan ani identity crisis vaihalxa ni
2151,waw,1,waw
2152,"Yedi congress le ck raut ji lai desh dhrohi vanxa vane
  MCC pass garni bela ma chai prem kata gayeko thiyo",0,yedi congress le ck raut ji lai desh dhrohi vanxa vane mcc pas garni bela chai prem kata gayeko thiyo
2153,Nepal madesh hoina Nepal nepal hunu parcha kina ki madesh ma ek due jana pade lhekhe vayra k garnu aaru sab ladagu danga gharne haru mattra xan,0,nepal madesh hoina nepal nepal hunu parcha kina ki madesh ek due jana pade lhekhe vayra k garnu aaru sab ladagu danga gharne haru mattra xan
2154,Madheshi ra madhesh lai ahile pani dosharo darja ko nagarika ra upanibesh manachana... Ra yeshi sanskar chali rakheyo vane.. Feri naya ck raut aune xa. Madheshi haru pani nepali nai ho vane satya kahile mane ta?,0,madheshi ra madhesh lai ahile pani dosharo darja ko nagarika ra upanibesh manachana ra yeshi sanskar chali rakheyo vane feri naya ck raut aune xa madheshi haru pani nepali nai ho vane satya kahile mane ta
2155,"Ok here is my question, is it ok to ask for Hyderabad as separate nation, is it ok to ask for Xining as eastern Turkmenistan, is it ok to ask for limbu rajya and after doing all those things, to come back in mainstream politics and say I left that separatist position after so many years? Exercising freedom on politics or speech is legit till certain boundary remains withhold, in my opinion. I think your headlines for this content is misleading, it should be ""why Nepal is getting powerless day by day""?",0,ok question ok ask hyderabad separate nation ok ask xining eastern turkmenistan ok ask limbu rajya thing come back mainstream politics say leave separatist position many year exercise freedom politics speech legit till certain boundary remains withhold opinion think headline content mislead nepal get powerless day day
2156,12:16 the man speaking is the owner of the burning truck. He had nothing to do with CK or Politics. He was working to feed his family. I don't know how can a man fighting for His identity and his people's identity burn the medium of food of another from his own place but of different skin colour. By the way I am from the same place and of different colour. Thank you.,1,1216 man speak owner burn truck nothing ck politics work feed family dont know man fight identity people identity burn medium food another place different skin colour way place different colour thank
2157,Did he talk mithali or Hindi ?,1,talk mithali hindi
2158,Ck rawat r rbi lamixane america return vyer yekai patak Nepali polticalma udaye ......,1,ck rawat r rbi lamixane america return vyer yekai patak nepali polticalma udaye
2159,India is facing backwardness beacause of bihar and up same is happening in nepal,0,india face backwardness beacause bihar happen nepal
2160,Hardai chor jastai xa ta ck raut,0,hardai chor jastai xa ta ck raut
2161,"Kurukshetra ko ""YAKKU"" Jasto dekhinu hunxa tA",0,kurukshetra ko yakku jasto dekhinu hunxa ta
2162,"Suru ma CK Raut boleko bela background sound thulo vayo , Suneana",0,suru ck raut boleko bela background sound thulo vayo suneana
2163,You can never hate this man️️ unless you are f**** racist,1,never hate man unless f racist
2164,If  madesh destroy entire Nepal will face trouble,0,madesh destroy entire nepal face trouble
2165,"Sayau thunga ful ka hami, eutai mala Nepali..",1,sayau thunga ful ka hami eutai mala nepali
2166,Duryodhan le mahabharat ma gare jaso na garam hami sabai aauti hau as a human being,0,duryodhan le mahabharat gare jaso na garam hami sabai aauti hau human
2167,Tara maileta naramro dherai sunekoxu c.k Raut ko barima?,1,tara maileta naramro dherai sunekoxu ck raut ko barima
2168,"80% Indian hun yeni madhesi haru 
Yeni haru ko india ma pani nagrita hunxa  Nepal ma pani...",0,80 indian hun yeni madhesi haru yeni haru ko india pani nagrita hunxa nepal pani
2169,Why do I feel this Video is Little Biased ...Any sort of Seperation or Division is not a Way to go ...if that happens then it leads to Total Chaos...Leading Country into a total Mess ..,0,feel video little biased sort seperation division way go happen lead total chaosleading country total mess
2170,nepal lai pani germany ko nazi jasto banuna paryo,0,nepal lai pani germany ko nazi jasto banuna paryo
2171,#include<awesome.h>,1,includeawesomeh
2172,Ravi lamichhane & CK both will show their true colours in near future .No doubt they're foreign agants deployed to disintegrate Nepal in terms of USA & India .,0,ravi lamichhane ck show true colour near future no doubt theyre foreign agants deploy disintegrate nepal term usa india
2173,He is antinational. Take it to the bank,0,antinational take bank
2174,"Pahadi xetra ko manxe le terai ko neta lai sadhai naramro najar le herxan, CK raut, Resham Chaudhary bastab ma vanne ho vane nepal ko pahadi neta vanda ultra nationalist hun, aafno right ko lagi ladne bela jail janu parne!!",0,pahadi xetra ko manxe le terai ko neta lai sadhai naramro najar le herxan ck raut resham chaudhary bastab vanne ho vane nepal ko pahadi neta vanda ultra nationalist hun aafno right ko lagi ladne bela jail janu parne
2175,Yes don't discriminate madhesi and pahadi,0,yes dont discriminate madhesi pahadi
2176,I am against discrimination but with open border there are more immigrants from Bihar and UP .,0,discrimination open border immigrant bihar
2177,आज पनी हम्रो देश मा हामी मधेशी संग discrimination भई रहेको छ न हामी संग रामरो शिक्षा छ न रामरो स्वस्थ न रामरो डेवलपमेट न रोजगार न ठूल ठुला पद सबै भन्दा द्रोपआउट मधेश मा गरूबी मधेश मा बेरोज़गारी मधेश मा अनी हामी आफ़नै देश मा इण्डियन,0,discrimination
2178,"Bro! You should remove background music.
its annoying..",0,bro remove background music annoy
2179,Gyani kura shikchit kura.,1,gyani kura shikchit kura
2180,Electronics engineer,1,electronics engineer
2181,Indian hola ck raut,0,indian hola ck raut
2182,Thank you should be given to kp oli for bringing ck rawat to mainstream politics but this channel will never speak good about oli,1,thank give kp oli bring ck rawat mainstream politics channel never speak good olia
2183,Hrithik Kanda ma Nepali Kati murkha cha tei bela taha bhako ho kag le Kan lagyo jastai ,0,hrithik kanda nepali kati murkha cha tei bela taha bhako ho kag le kan lagyo jastai
2184,C.K. Raut ko chamcha po hoki kya ho yo jatha... Dear people never ever get manipulated by any news.,0,ck raut ko chamcha po hoki kya ho yo jatha dear people never ever get manipulate news
2185,Resham Chaudhary  ko ni banaunu paryo,1,resham chaudhary ko ni banaunu paryo
2186,"Ani desh tukryaerai problem solve hunthyo ta? Aru campaign garna sakthena? Testo intelligent manxe le  aru way apnaunu parthyo,,,",0,ani desh tukryaerai problem solve hunthyo ta aru campaign garna sakthena testo intelligent manxe le aru way apnaunu parthyo
2187,Yo ta kasto Kura ho terai KO Vanda Badi hepeko ko ta sudhra (Damai Kami) xan bholi uniharu vanlan hami sabai milera euta specific part Lai xutai banauna parxa desh Lai Ka badne underdeveloped countries xa  yrr yo ta common ho ta usle terai Lai xutai banaya Pani uniharilai bolauna tei vanera ho 2. 3 ta generation paxi yo milxa Vanne hope garne basne ho,0,yo ta kasto kura ho terai ko vanda badi hepeko ko ta sudhra damai kami xan bholi uniharu vanlan hami sabai milera euta specific part lai xutai banauna parxa desh lai ka badne underdeveloped country xa yrr yo ta common ho ta usle terai lai xutai banaya pani uniharilai bolauna tei vanera ho 2 3 ta generation paxi yo milxa vanne hope garne basne ho
2188,#I am sorry madhesi,0,i am sorry madhesi
2189,Madesh li xutauda hunxa ...kina ki nepali ly madesh li nepali ho vanny najar ly herdaina,0,madesh li xutauda hunxa kina ki nepali ly madesh li nepali ho vanny najar ly herdaina
2190,Aru sab kura ck raut ko point of view bata bujhiyo . Tara yo political career ko start ma ra arrest huda kheri hindi ma chai kina boleko ho. Yedi madhes basi nai ho vaney aafno madhes ko native language chai kina bolena. Yo kura bata k bujhna sakinxa aafai bujhnus .,0,aru sab kura ck raut ko point view bata bujhiyo tara yo political career ko start ra arrest huda kheri hindi chai kina boleko ho yedi madhes basi nai ho vaney aafno madhes ko native language chai kina bolena yo kura bata k bujhna sakinxa aafai bujhnus
2191,"Who was reason behind abolishing Sati pratha???
Chandra Shamsher or Yogmaya Neupane
If you are true researcher research about who stop sati pratha.

1. Is removing Sati pratha was the factor brought by Chandra Shamsher or was forced to do after it come to durbar by various pressure??

2. Was Yogmaya Anasan is reason behind removing Sati pratha???

3. The one who killed his own brother and make his sister in law widow ,does that man has emotion on ordinary women problem???

4. The cruel primeminister who vanished Dev Shamsher one who want public betterment and was the part of the team that killed Ranodip Singh can have this perception to abolish Sati Pratha???

Who removed Sati pratha???",0,reason behind abolish sati pratha chandra shamsher yogmaya neupane true researcher research stop sati pratha 1 remove sati pratha factor bring chandra shamsher force come durbar various pressure 2 yogmaya anasan reason behind remove sati pratha 3 one kill brother make sister law widow man emotion ordinary woman problem 4 cruel primeminister vanish dev shamsher one want public betterment part team kill ranodip singh perception abolish sati pratha remove sati pratha
2192,Phaila Nepal phire aru state haru,0,phaila nepal phire aru state haru
2193,"Muji bown haru Kai vo vane vale, dhoti madise Ra khate vanera vanxan baru beglai desh banako vaye atmasamman Ka sath Bachna painthiyo.",0,muji bown haru kai vo vane vale dhoti madise ra khate vanera vanxan baru beglai desh banako vaye atmasamman ka sath bachna painthiyo
2194,Malai mero aagadj kasaile madesi Vanda chasakka maan dukcha pahila Pani ra aahile Pani .!!!,0,malai mero aagadj kasaile madesi vanda chasakka maan dukcha pahila pani ra aahile pani
2195,"Dai sakasama
Xito video halnuna",1,dai sakasama xito video halnuna
2196,Why he talk in Hindi,0,talk hindi
2197,"Exaggeration. Unnecessarily presented.   Prachanda killed 18,000 And more nepali youth but CK raut is not killing any nepali.",0,exaggeration unnecessarily present prachanda kill 18000 nepali youth ck raut kill nepali
2198,"J vaye ni 8 fail neta ..tauko ko mol tokne re.. dhyan maa basda sutne ra jeu kanyaune   vanda ta ramrai xa ... CK , Lamichhane , ra Balen yogya xan ..ra thumbnail maa chai personal opinion jhalkaune kosis vako xa",0,j vaye ni 8 fail neta tauko ko mol tokne dhyan maa basda sutne ra jeu kanyaune vanda ta ramrai xa ck lamichhane ra balen yogya xan ra thumbnail maa chai personal opinion jhalkaune kosis vako xa
2199,"Madesh has been always a playground for dirty politics throughout the nepalese poltics timeline. High illiteracy rate, easy to be manipulated, poor governance and last but not the least easy access from india are few weak links that so called puppet leaders expoits for their advantage.
If CK raut has a vision for prosperous madesh then its good for overall nepal. Regardless, indian politics influence; the only thing now people can do is wait watch his moves to prove himself as a peoples leader or again yet another puppet with degree.
At the end, we cannot deny the fact that    Nepalese politics are higly influenced by our neighbours.",0,madesh always playground dirty politics throughout nepalese poltics timeline high illiteracy rate easy manipulate poor governance last least easy access india weak link call puppet leader expoits advantage ck raut vision prosperous madesh good overall nepal regardless indian politics influence thing people wait watch move prove people leader yet another puppet degree end cannot deny fact nepalese politics higly influence neighbour
2200,Very very nice bro jay madhesh and jay maithila,1,nice bro jay madhesh jay maithila
2201,CK raut Galat chhain madheshi ko madhesh ho,0,ck raut galat chhain madheshi ko madhesh ho
2202,Jasle j vane pani terai baasi madhesi lai herna saath hepne dhoti vanne gaali garne kaile xodine ra xutne xaina. Hami nepali hau vanxau tara hamilai madhesi dhoti ko sthan dine garinxa ekpatak vaye pani koi ta vani deyos tmeharu madhesi dhoti hainau baru euta aingo Nepal ko nepali janta hau.,0,jasle j vane pani terai baasi madhesi lai herna saath hepne dhoti vanne gaali garne kaile xodine ra xutne xaina hami nepali hau vanxau tara hamilai madhesi dhoti ko sthan dine garinxa ekpatak vaye pani koi ta vani deyos tmeharu madhesi dhoti hainau baru euta aingo nepal ko nepali janta hau
2203,NO respect for this guy.  I agree there is discrimination against Madhesi people but this guy wanted to break away from Nepal.,0,respect guy agree discrimination madhesi people guy wanted break away nepal
2204,But why is he speaking Hindi though?,0,speak hindi though
2205,Ani aaile hamiley yeslai hero vandai garda key decade paxi yeni haru ley indian ko boli bolxan,0,ani aaile hamiley yeslai hero vandai garda key decade paxi yeni haru ley indian ko boli bolxan
2206,Nepal should be seperated from Madesh,0,nepal seperated madesh
2207,Fake aadarsha dekha YouTube ma last ma nepal khulita India ley lagdinxa Ani taha pauxas,0,fake aadarsha dekha youtube last nepal khulita india ley lagdinxa ani taha pauxas
2208,Ma pani tarai basi nai ho madesh but hami nepali madesh birodi hoina. Eti ho India birodhi chai ho.border michne kina,0,pani tarai basi nai ho madesh hami nepali madesh birodi hoina eti ho india birodhi chai hoborder michne kina
2209,Je jasto bhaye pani tini haru bhaneko indian nai hun..,0,je jasto bhaye pani tini haru bhaneko indian nai hun
2210,Dammi,1,dammi
2211,factos,1,factos
2212,Jai madesh,1,jai madesh
2213,Jaba samma india nepal ko boder ma wall lagdaina taba samma yo mug madesi bihari dhoti ko sanran indian mug haru le nepal lai ubho lagna sakdaina,0,jaba samma india nepal ko boder wall lagdaina taba samma yo mug madesi bihari dhoti ko sanran indian mug haru le nepal lai ubho lagna sakdaina
2214,I still don’t believe in him,0,still don t believe
2215,India ko sahanarthi haru madhesi haru sla,0,india ko sahanarthi haru madhesi haru sla
2216,Hmmm nice,1,hmmm nice
2217,Misunderstood anti-national ..,0,misunderstood antinational
2218,If Nepal was. Not independent and under any power that what do you. Spell.   You act and speak like c k  raut,1,nepal independent power spell act speak like c k raut
2219,Nepal  ko vikhandan garbako laagi ck Kai plant gariye ko ho,0,nepal ko vikhandan garbako laagi ck kai plant gariye ko ho
2220,Desh tukryaune kosis ho international input ho dherai ramro sabit garna na khoja bro,0,desh tukryaune kosis ho international input ho dherai ramro sabit garna na khoja bro
2221,bakwas hami ta mades himal ra pahad sabai nepal ra nepali hau bhannama biswas rakhxau,0,bakwas hami ta mades himal ra pahad sabai nepal ra nepali hau bhannama biswas rakhxau
2222,K ko mug racism?? Kasle hepyo wa adhikae banchit garyo.mug haru,0,k ko mug racism kasle hepyo wa adhikae banchit garyomug haru
2223,Ramro lagyo video,1,ramro lagyo video
2224,aba rabi dai ko palo,1,aba rabi dai ko palo
2225,CK jay ho,1,ck jay ho
2226,Asian The why files,1,asian file
2227,Muji indian dalal...,0,muji indian dalal
2228,India ko jhanda jastai xa iniharuko jhanda still why noone talks,0,india ko jhanda jastai xa iniharuko jhanda still noone talk
2229,"Aba position maa puge pachi euta thulo adhyayan dui tin tarfi baata chai garnu paryo. Madhesi lai aru jaatiya samuha le sachai vedvau garchan ta? Garchan vane kina? Indian ki Nepali chutyaunu nasakera ho ki? Aru samuha harulai aafu thula badaa laagchan ki? Aba aru jatiya samuha lai aafu thula badaa lagera, ramailo ko laagi hepcha vaneta chuttai desh, kam se kam swatantra state hunu parne kura maa chai ma pahadi maanche ni sahamat chu...",0,aba position maa puge pachi euta thulo adhyayan duo tin tarfi baata chai garnu paryo madhesi lai aru jaatiya samuha le sachai vedvau garchan ta garchan vane kina indian ki nepali chutyaunu nasakera ho ki aru samuha harulai aafu thula badaa laagchan ki aba aru jatiya samuha lai aafu thula badaa lagera ramailo ko laagi hepcha vaneta chuttai desh kam se kam swatantra state hunu parne kura maa chai pahadi maanche ni sahamat chu
2230,CK is raut is super hero .,1,ck raut super hero
2231,Clearly anti national,0,clearly anti national
2232,Ck raut best ️🫰,1,ck raut best
2233,Jaysiyaram,1,jaysiyaram
2234,Madhesii ko Future nepal ma xina madhess ma x...nepalii firangi haru Bata madhess aajad Hun...jai madhess free madhess...,0,madhesii ko future nepal xina madhess xnepalii firangi haru bata madhess aajad hunjai madhess free madhess
2235,Madhess dess ban x....jai madhess,0,madhess des ban xjai madhess
2236,The main reason for downfall/situation of Government school is the politics inside them. There is extreme groupism and unions creating chaos in its functioning.,0,main reason downfallsituation government school politics inside extreme groupism union create chaos functioning
2237,"I was in private school, we were forced to study hard to get marks... we were often humilated and bullied ..they did not teach us to get knowledge or be good humans, they teach us how to get marks in SLC exam so that repulation of school will be good. There are so many things but I feel uncomfortable to share in public... ..",0,private school force study hard get mark often humilated bullied teach u get knowledge good human teach u get mark slc exam repulation school good many thing feel uncomfortable share public
2238,"The education system of Nepal had bugged me for a very long time, great content. 

I think you should also open a Patreon type ko page to accept support/donation from your viewers that way you won't have to rely on sponsors. 

The reason I say is hunata I hope you'll only accept true companies as sponsors but just lack of funding ley garda jpt kura sponsor garna naparos bhanera.",0,education system nepal bug long time great content think also open patreon type ko page accept supportdonation viewer way wont rely sponsor reason say hunata hope youll accept true company sponsor lack fund ley garda jpt kura sponsor garna naparos bhanera
2239,"Me and my friend back in days paid Rs 500 per month for class 10. Now his son studies in primary and pays Rs 60000+ per month, yes he can afford but its not about affordability its about branding or mute bragging. Just like carring Hermes or Chanel bags, paying only for logo. 
Only solution is stepping up the level of government schools which seems highly unlikely looking at the trend of nepali politcs. 
Keep up making contents brother ",0,friend back day pay rs 500 per month class 10 son study primary pay rs 60000 per month yes afford affordability brand mute bragging like carring hermes chanel bag pay logo solution step level government school seem highly unlikely look trend nepali politcs keep make content brother
